appln_id,title,abstract,earliest_filing_year,green,cpc_subclasses
524187631,CONNECTED TEETH-WHITENING DEVICE,"Devices for whitening teeth of a user where the device outputs data, the device is controlled using hand gestures detected by at least one sensor, or the device includes wireless charging. At least one sensor may collect data for output. The device may whiten teeth by shining light on the teeth while at least part of the device is in the mouth of the user. The device may output data wirelessly, with Bluetooth, to a smart device, to the Internet, for computer analysis, for processing with machine learning, or for determination of a duration or intensity for whitening the teeth. The data may include shade or color of the teeth and may be compared to data from other users to automatically determine a teeth-whitening treatment procedure for the user. The device may notify the user of potential health risks associated with the teeth or gums of the user.",2018,0,A61B|A61C|A61N|A61Q|B08B
409569136,"DEVICE INCLUDING ELECTRICAL, ELECTRONIC, ELECTROMECHANICAL OR ELECTROOPTICAL COMPONENTS HAVING REDUCED SENSITIVITY AT A LOW DOSE RATE","A device for a space application, the device including at least one electronic, electromechanical or electro-optical component encapsulated in a package, the package comprising a hydrogen getter guaranteeing resistance to ionizing radiation and in particular at a low dose rate, responsible for ELDRS behavior. In one embodiment, the package may include a cap that hermetically seals a package base. Advantageously, a process may be implemented in order to promote the migration of hydrogen molecules or H+ protons toward the getter and trap said molecules or protons in the getter for the useful lifetime of the component.",2010,1,B81B|B81C|C01B|H01L
500780095,Electrical connection device,An electrical connection device for an electromagnetic valve that has a temperature sensor for sensing the temperature of a medium. The electrical connection device includes an electrical contact plug. The electrical contact plug is part of a common housing which additionally includes an actuator coil for the electromagnetic valve as well as a plug contact for making electrical contact with the temperature sensor when the housing is mounted onto the electromagnetic valve.,2015,1,A01N|F16K|F17C|H01F
549340520,Film formation device and film formation method,"A film formation device includes a target holder configured to hold a target for emitting sputtering particles in a processing space inside a processing chamber, a sputtering particle emitting part configured to emit the sputtering particles from the target, a sputtering particle shielding plate having a passage hole through which the emitted sputtering particles pass, a shielding member provided to shield the passage hole, a movement mechanism configured to move the shielding member in the horizontal direction, and a controller. The controller controls the shielding member, which has the placement portion on which a substrate is placed, to be moved in one direction of the horizontal direction, and controls the sputtering particles to be emitted from the target. The sputtering particles passed through the passage hole are deposited on the substrate.",2018,0,C23C|H01J|H01L
457558893,Liquid crystal display and method for fabricating the same and electronic apparatus,"A liquid crystal display and a method for fabricating the same, an electronic apparatus are provided. The liquid crystal display includes: a first substrate and a second substrate disposed opposite to the first substrate; and multiple pixel units disposed between the first and the substrates, where each of the pixel units includes multiple sub-pixels with different colors; where each of the sub-pixels includes a liquid crystal layer disposed between the first and second substrates, a first alignment film disposed between the first substrate and the liquid crystal layer and a second alignment film disposed between the second substrate and the liquid crystal layer; where at least two sub-pixels in a pixel unit have different alignment directions relative to the first alignment film; and an alignment direction of a sub-pixel relative to the first alignment film is parallel to an alignment direction of this sub-pixel relative to the second alignment film.",2014,0,G02F
337212583,Incoherent transmission electron microscopy,A transmission electron microscope includes an electron beam source to generate an electron beam. Beam optics are provided to converge the electron beam. An aberration corrector corrects the electron beam for at least a spherical aberration. A specimen holder is provided to hold a specimen in the path of the electron beam. A detector is used to detect the electron beam transmitted through the specimen. The transmission electron microscope may operate in an incoherent mode and may be used to locate a sequence of objects on a molecule.,2010,0,H01J
496645844,"SILVER NANO-METAL MESH INCLUSIVE ELECTRODE, TOUCH PANEL WITH SILVER NANO-METAL MESH INCLUSIVE ELECTRODE, AND/OR METHOD OF MAKING THE SAME","Certain example embodiments relate to silver nano-metal mesh inclusive electrodes, and/or methods of making the same. The techniques described herein may be used, for example, in projected capacitive touch panels, display devices, and/or the like. Purposeful de-wetting of physical vapor deposited (PVD) silver (e.g., sputter deposited silver) is used to create the mesh. The properties of the mesh can be controlled through heat treatment, changes to the base layer composition (e.g., using materials with different surface energies, or adjusting surface energies), the creation of non-Ag PVD or otherwise formed islands that act as nodes for the film to attached itself to during the de-wetting process, and/or the like.",2016,1,C03C|C23C|G06F|H01M
486241156,VEHICLE AUTONOMOUS PARKING SYSTEM,"An autonomous parking system for a vehicle includes a plurality of sensors disposed at the vehicle and sensing exterior of the vehicle. A control is operable to control steering, moving and stopping of the vehicle responsive at least in part to processing by a processor of captured data. Responsive to a user input, the control autonomously drives the vehicle from a drop-off location to a parking space and parks the vehicle at the parking space, and responsive to another user input, the control autonomously drives the vehicle from the parking space to a pick-up location, wherein one of (i) the pick-up location is different than the drop-off location, (ii) the control is operable to move the vehicle after it is parked and before or without actuation of the other user input, and (iii) the control communicates with controls of other vehicles in determining the parking space for the equipped vehicle.",2016,0,B60W|B62D|G05D|G08G
412169603,Flame retardant monosubstituted pentafluorocyclotriphosphazene electrolyte additive and electrolyte including the same and rechargeable lithium battery including the same,An electrolyte additive and electrolyte and lithium rechargeable battery including the electrolyte additive are provided. The electrolyte additive may be a monosubstituted pentafluorocyclotriphosphazene.,2012,1,C07F|F21K|F21V|F21Y|H01M
504404257,Compact mobile device having adjustable drive mode,A compact mobility device has an adjustable drive mode. The device includes a base panel and a number of drive wheels rotatably provided at opposite ends of the base panel. The drive wheels are configured to rotate by receiving torque from a driving unit. A column is constituted by a plurality of links connected in series to be foldable and is configured such that a lower end of a lower link is rotatably coupled to the base panel with an upper end of an upper link being provided with a steering handle. An auxiliary wheel is provided between the links constituting the column and is configured to roll along with the drive wheels by coming into contact with a ground when the links are folded.,2017,0,B62J|B62K
439624646,Social networking relationship ranking and decay,"Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for retrieving connection score data for a user, the user being a user of a computer-implemented social networking service, the connection score data comprising one or more connections scores, each connection score reflecting a degree of interaction between the user and a respective contact, determining that a first connection score is less than or equal to a minimum connection score, the first connection score being associated with a first contact of the user within the social networking service, and, in response to determining that the first connection score is less than or equal to the minimum connection score, removing the first contact as a contact of the user within the social networking service.",2011,0,G06F|G06Q
419423131,Easy clean coating applied on stainless steel metallic surfaces used in the manufacture of household appliances,"The present invention related to a silicon based coating suitable for being applied onto metallic surfaces of a household appliance. The coating of the present invention protects the metallic surfaces of the household appliance against the yellowing or changes in color, through temperatures, among other factors, and eases the cleaning of the same.",2012,0,C23C
498098644,Tandem wing aircraft with variable lift and enhanced safety,"A tandem wing aircraft having a fore wing, an aft wing, and a middle wing, attached relative to the aircraft and each other such that the middle wing provides a substantial portion of the total lift at landing speeds, and a minimal portion of the total lift at cruise speeds. At cruise speeds, induced drag is minimized, permitting higher speeds, greater fuel efficiency, and/or greater payload. Advantageously, the wing loading at cruise speeds is higher providing better passenger comfort while still providing controllability and safety at landing speeds.",2014,1,B64C
414532815,Metallization of fluorocarbon-based dielectric for interconnects,"Embodiments of the present disclosure are directed towards metallization of a fluorocarbon-based dielectric material for interconnect applications. In one embodiment, an apparatus includes a semiconductor substrate, a device layer disposed on the semiconductor substrate, the device layer including one or more transistor devices, and an interconnect layer disposed on the device layer, the interconnect layer comprising a fluorocarbon-based dielectric material, where x represents a stoichiometric quantity of fluorine relative to carbon in the dielectric material, and one or more interconnect structures configured to route electrical signals to or from the one or more transistor devices, the one or more interconnect structures comprising cobalt (Co), or ruthenium (Ru), or combinations thereof. Other embodiments may be described and/or claimed.",2012,0,G06F|H01L
405677478,Emulsions and Food Products Comprising Same and Methods for the Manufacture Thereof,"Sensitive substance-in-wax solutions are disclosed that may be used to protect fish oil and other sensitive edible substances. Sensitive substance wax-in-water emulsions also are disclosed that are stable in food products, e.g., aqueous systems such as acidic beverages, and that may be used to protect sensitive edible substances. The Sensitive substance wax-in-water emulsions can be produced by combining the sensitive substance-in-wax solutions with anionic polymer. Food products comprising the sensitive substance-in-wax solutions and/or the sensitive substance wax-in-water emulsions and methods for producing the sensitive substance-in-wax solutions and the sensitive substance wax-in-water emulsions are also disclosed.",2011,0,A23L|A23P
511972895,Bonding device,"A bonding device includes a flexible platen disposed between an upper platen assembly (9) and a transmission device and within a vacuum chamber (6). The flexible platen can expand to apply a downward pressure to the upper platen assembly (9) connected thereto. Under the effect of the pressure, the upper platen assembly (9) slowly moves downward until the upper platen assembly (9) itself and a lower platen assembly (7) respectively come into tight contact with objects to be bonded. After that, the flexible platen continues exerting the downward pressure on the upper platen assembly (9). In this way, the pressure applied by the upper platen assembly (9) to the objects to be bonded is uniform. Meanwhile, because of slow expansion of the flexible platen, the uniform pressure is applied slowly by the upper platen assembly (9).",2016,0,B29C|B30B|B32B|H01L
363593223,ANALYTE MONITORING SYSTEMS AND METHODS OF USE,Analyte monitoring systems and methods that make interstitial fluid from a patient's body available to one or more sensors disposed outside the patient's body. The monitoring systems and methods may be used in conjunction with medicament dispensing systems and methods in order to provide a feedback loop for continuous sensing of analyte levels and corresponding dispensing of medicament based on sensed analyte levels. Dispensing or pumping systems or portions thereof may be used to move a patient's interstitial fluid into communication with the one or more sensors.,2010,0,A61B|A61M
481261772,Pulsed discharge device and pulsed discharge method,A pulsed discharge device according to an exemplary aspect of the present invention includes a controller configured to determine an interruption time to a discharge time based on a predetermined time ratio between the discharge time and the interruption time when performing a pulsed discharge to repeat alternately a discharge and a pause in discharging of a chemical battery.,2014,1,H01M|H02J
526995710,A VERY LARGE FLOATING STRUCTURE BASED ON MODULAR UNITS AND A COMBINED MOORING SYSTEM,"A very large floating structure based on modular units and a combined mooring system. The system includes a central large platform module, small outer platform modules, tension-legs, mooring lines, oscillating float-type wave energy converters and module connectors. The oscillating float-type wave energy converters can convert the swinging motion of the floaters into the horizontal motion of the piston rods through the gear wheel-rack transmission. Module connectors between modules are divided into two kinds of modes. One can utilize both relative torsional motion and horizontal motion between the central large platform module and the adjacent small platform modules, while the other simultaneously generates power and reduces the relative motions between the adjacent platform modules. The wave energy converters on the outer modules of the very large floating structure can generate power by absorbing the incident wave energy.",2018,1,B63B|F03B|F05B
353466430,Laser processing apparatus,"An optical transmitting unit transmits a pulsed laser beam oscillated by a pulsed laser beam oscillator to a focusing unit in a laser processing apparatus. A wavelength band expanding unit expands the wavelength band of the pulsed laser beam, and a pulse width expanding unit increases the pulse width of the expanded pulsed laser beam. A focusing lens focuses the expanded pulsed laser beam. An optical fiber transmits the focused pulsed laser beam through a collimating lens and a pulse width compressing unit compresses the pulse width of the collimated pulsed laser beam to restore the original pulse width for transmission.",2010,0,B23K|H01L|H01S
548592736,Multi-tasking end effector,A multi-tasking end effector system includes a base frame connected to a robot arm of a robot. A first shaft is rotatably supported on the base frame. A first pin-wheel assembly is rotatably mounted to the shaft at a first end of the base frame. Multiple first die assemblies are mounted to the first pin-wheel assembly. A second pin-wheel assembly is rotatably mounted to the shaft at a second end of the base frame. Multiple second die assemblies are mounted to the second pin-wheel assembly and individually oriented in mirror image configuration to one of the multiple first die assemblies. An index motor rotates the first shaft and co-rotates paired and mirror image die assemblies. First and second tab-bending actuators mounted to the base frame are operated to bend opposed cell tabs of a battery cell positioned between the first and second pin-wheel assemblies.,2019,1,B25J|B65G|G01R|H01M
483697104,SYSTEM AND METHOD FOR TRACKING GAZE POSITION,"A system for tracking gaze position is provided. In one embodiment, the system includes a first imaging unit, a second imaging unit that can provide depth data. The first imaging unit is configured to acquire subject image data, the second imaging unit is configured to acquire object image data, and the second imaging unit is configured with depth sensor or computation algorithm to acquire object depth data of objects at different depths in a three dimensional environment. A control unit is configured to receive the subject image data, the object image data and the object depth data and calculate a gaze position based on the data. A method for tracking gaze position is also provided.",2016,0,A61B|G02B|G06V|H04N
524195163,High-voltage output amplifier,"A high-voltage amplifier of a positive-side output stage circuit comprises a Nch MOS FET Q101 and a Nch MOS FET Q102, while a high-voltage amplifier of a negative-side output stage circuit comprises a Nch MOS FET Q201 and a Nch MOS FET Q 202. The source of the Nch MOS FET Q101 is connected to the drain of the Nch MOS FET Q102, the source of the Nch MOS FET Q201 is connected to the drain of the Nch MOS FET Q202. Current controls at the source of the Nch MOS FET Q102 and the source of the Nch MOS FET Q202 are conducted respectively. The current control at the source of the Nch MOS FET Q202 is conducted by a negative-side photo coupler. The gate of the Nch MOS FET Q101 and the gate of the Nch MOS FET Q201 are connected via a condenser C151.",2018,0,H03F
482405084,Method and apparatus for placing a gate contact inside a semiconductor active region having high-k dielectric gate caps,"A method provides a structure having a FinFET in an Rx region, the FinFET including a channel, source/drain (S/D) regions and a gate, the gate including gate metal. A cap is formed over the gate having a high-k dielectric liner and a core. Trench silicide (TS) is disposed on sides of the gate. The TS is recessed to a level above a level of the gate and below a level of the cap. An oxide layer is disposed over the structure. A CB trench is patterned into the oxide layer within the Rx region to expose the core and liner at an intermediate portion of the CB trench. The core is selectively etched relative to the liner to extend the CB trench to a bottom at the gate metal. The CB trench is metalized to form a CB contact.",2016,0,H01L
572196929,"VEHICLE, AND AIR OUTLET DEVICE AND AIR OUTLET METHOD FOR AIR-CONDITIONING SYSTEM THEREOF","An air outlet device for an air-conditioning system of a vehicle includes an air outlet assembly disposed at air vents of the air-conditioning system and a control unit. The air outlet assembly includes a plurality of first air doors and a plurality of driving components, the plurality of driving components are respectively connected to the plurality of first air doors, and each driving component is configured to drive the corresponding first air door. The control unit is connected to the plurality of driving components, and is configured to control the plurality of driving components to drive the plurality of first air doors to open or close independently.",2019,0,B60H|B60K
414782420,Examination of a silicon substrate for a solar cell,"The invention relates to a method for examining a wire-sawn silicon substrate for a solar cell. The method includes irradiating the silicon substrate with an infrared radiation, detecting the infrared radiation transmitted through the silicon substrate, and analyzing the detected infrared radiation for characterizing the crystal orientation of the silicon substrate. The invention in addition relates to a device for carrying out such a method, and a method for manufacturing a solar cell.",2012,0,G01N|H01L
471827797,Bidirectional power switch with improved switching performance,"A bidirectional power switch includes first and second thyristors connected in antiparallel between first and second conduction terminals of the switch. The first thyristor is of an anode-gate thyristor, and the second thyristor is of a cathode-gate thyristor. The gates of the first and second thyristors are coupled to a same control terminal of the switch by respective dipole circuits. At least one of the dipole circuits is formed by at least one diode or at least one resistor.",2015,0,H01L|H03K
418642111,Method for ultrasonic bonding having at least one first and second ultrasonic transducer generating harmonic oscillation components,"In a method for ultrasonic bonding, two longitudinal ultrasonic waves propagating in a common working plane oriented parallel to a substrate are induced in one or more ultrasonic transducers and are passed through ultrasound-conducting arms from different spatial directions onto a common connection point of the arms. At the connection point the ultrasonic waves cause an ultrasonic tool arranged directly or indirectly at said connection point to oscillate in two or three dimensions. At least one of the ultrasonic transducers induces an ultrasonic wave with a first harmonic oscillation component and a second oscillation component.",2011,0,B06B|B23K|H01L
591092927,CRYOGENIC COOLING SYSTEM FOR AN AIRCRAFT,"An engine-driven cryogenic cooling system for an aircraft includes a first air cycle machine, a second air cycle machine, and a means for condensing a chilled air stream into liquid air for an aircraft use. The first air cycle machine includes a plurality of components operably coupled to a gearbox of a gas turbine engine and configured to produce a cooling air stream based on a first engine bleed source of the gas turbine engine. The second air cycle machine is operable to output the chilled air stream at a cryogenic temperature based on a second engine bleed source cooled by the cooling air stream of the first air cycle machine.",2018,1,B01D|B03C|B64D|F01D|F02C|F02K|F05D|F17C|F25B|F25J
442234019,Enhancing active link utilization in serial attached SCSI topologies,"Methods and systems are provided for enhanced link utilization in attached SCSI (SAS) topologies. A SAS expander may be configured to monitor link utilization within a SAS topology, and may manage connection requests received thereby based on the monitoring of link utilization. The monitoring may comprise determining availability of links for at least one node within the SAS topology with respect to other nodes in the SAS topology. This may be done based on pending connection requests, and/or responses thereto received by the SAS expander. It may also be done based on shared link utilization data. The managing may comprise determining for each received connection request when link unavailability in other nodes within the SAS topology prevents connectivity to a destination node corresponding to the connection request. When this situation occurs, the SAS expander may handle the connection request directly.",2014,0,G06F|H04L
553150517,ELECTROSURGICAL INSTRUMENT WITH FLEXIBLE WIRING ASSEMBLIES,"An electrosurgical instrument comprising a housing, a shaft extending from the housing, an end effector extending from the shaft, an articulation joint rotatably connecting the end effector to the shaft, and a wiring circuit is disclosed. The housing comprises a printed control board. The wiring circuit extends from the printed control board through the shaft and into the end effector. The wiring circuit is configured to monitor a function of the end effector and communicate the monitored function to the printed control board. The wiring circuit comprises a proximal rigid portion fixed to the shaft, a distal rigid portion fixed to the end effector, and an intermediate portion extending from the proximal rigid portion to the distal rigid portion. The intermediate portion comprises a resilient portion and a stretchable portion.",2019,0,A61B|A61N|G06F|H02J|H05K
451549010,Fuel supply device,A fuel supply device is obtained in which joint strength can be maintained in a joint portion of plural filter members configuring a fuel filter. A fuel filter with an overall bag shape is configured by welding together an upper face filter cloth a lower face filter cloth of the fuel filter at a welded portion. A sub tank upper side member and a sub tank lower side member nip the upper face filter cloth and the lower face filter cloth at a nipping position that is at a different position from the welded portion.,2011,0,B01D|F02M
472460562,Semiconductor device,"A semiconductor device capable of inhibiting oxidation of a Cu wiring even in a high temperature operation. The semiconductor device includes a semiconductor substrate having a main surface, a Cu electrode which is selectively formed on a side of the main surface of the semiconductor substrate, an antioxidant film formed on an upper surface of the Cu electrode except an end portion thereof, an organic resin film which is formed on the main surface of the semiconductor substrate and covers a side surface of the Cu electrode and the end portion of the upper surface thereof, and a diffusion prevention film formed between the organic resin film and the main surface of the semiconductor substrate and between the organic resin film and the side surface and the end portion of the upper surface of the Cu electrode, being in contact therewith.",2014,0,H01L
341419579,Semiconductor device,"In a semiconductor device which includes a bit line, m (m is a natural number of 3 or more) word lines, a source line, m signal lines, first to m-th memory cells, and a driver circuit, the memory cell includes a first transistor and a second transistor for storing electrical charge accumulated in a capacitor, and the second transistor includes a channel formed in an oxide semiconductor layer. In the semiconductor device, the driver circuit generates a signal to be output to a (j-1)th (j is a natural number of 3 or more) signal line with the use of a signal to be output to a j-th signal line. ",2010,0,G11C|H01L|H10B
470175590,"IMAGE PROCESSING DEVICE, IMAGE PROCESSING METHOD, PROGRAM, AND RECORDING MEDIUM","An image processing device and the like capable of reducing a retrieval time of a moving image corresponding to a captured image and enhancing retrieval accuracy thereof are provided. In the image processing device, an outline identification section identifies an outline of each still image included in a captured image acquired by capturing an output image of a composite image. A layout structure analysis section analyzes a layout structure of the plural still images included in the captured image based on information about each outline. A moving image specifying section that retrieves association information including a layout structure corresponding to the layout structure of the plural still images included in the captured image, from plural pieces of association information of composite images stored in a storage section, detects the result as first association information, and specifies each moving image associated with each still image included in the first association information.",2015,0,G06V|H04N
525273650,Negative voltage rail,"The present concepts relate to a negative rail generator that temporarily self-generates a negative voltage rail to increase the voltage difference across a light emitting diode (LED) to be greater than the positive source voltage that is available. As such, the voltage difference provides sufficient headroom to exceed the minimum forward voltage required to conduct the LED with constant current. In one example, the negative rail generator may include a capacitor, a diode clamp, and a transistor. The negative rail generator and the LED may be operated in synchronization by a common PWM signal. The negative voltage rail can be generated without adding a switched-mode power supply (SMPS) or a charge pump.",2019,0,H03K|H05B
405674225,Heat exchanger and sheet for the exchanger,"The invention relates to a heat exchanger comprising a casing (2) inside which is housed, and fastened by brazing, a heat exchange assembly (3) comprising a stack of heat exchange plates, each plate (4) having at least one edge (14) for brazing to the casing (2). The heat exchanger is characterized by the fact that it includes means, called unfastening means (20, 21, 22, 23), designed to prevent the casing from being brazed to at least a portion of the edge (14) of at least one end plate (4E) of the stack (3). By virtue of the invention, the heat exchanger is more flexible and absorbs thermal stresses better.",2010,0,F28D|F28F
448187645,Molten air rechargeable batteries,"The present disclosure relates to rechargeable electrochemical battery cells (molten air batteries). The cells use air and a molten electrolyte, are quasi-reversible (rechargeable) and have the capacity for multiple electrons stored per molecule and have high intrinsic electric energy storage capacities. The present disclosure also relates to the use of such in a range of electronic, transportation and power generation devices, such as greenhouse gas reduction applications, electric car batteries and increased capacity energy storage systems for the electric grid.",2013,1,H01M
409429078,SYSTEM AND METHOD FOR COMPLIANCE MANAGEMENT,"A system and method to manage SLA compliance customer services comprises an estimation engine to perform an automated estimation of a probability of SLA violation for a trouble ticket that indicates and operation incident that is to be resolved. The automated estimation may produce a risk value that trigger an escalation module to automatically perform a pre-emptive action if the risk values are higher than a threshold value, to promote resolution of the trouble ticket prior to SLA violation. The pre-emptive action may comprise sending an alert message to one or more operators associated with the ticket. The automated estimation may be based at least in part on compliance information for past tickets.",2012,0,G06Q
424450501,USE OF WAXLIKE PRODUCTS FOR PLASTICS PROCESSING,"The instant invention relates to the use of waxlike esters as lubricants for halogen containing thermoplastics. The waxlike esters are prepared by A) metathetic oligomerization of esters of polyols and fatty acids, and B) subsequent hydrogenation of the resultant reaction mixture, at least some of the fatty acid units present in the polyol esters being singly or multiply unsaturated.",2011,0,C08K|C08L|C10M|C11C
552299253,Bench assembly for stretching the quadriceps femoris and/or hip flexors muscles,A bench assembly that stretches and develops the quadriceps femoris and/or hip flexors muscle groups of a client with the help of a therapist or trainer. The bench assembly has a basal subassembly with a front member that faces the therapist. Extending rearwardly from the front member is a first side member. A rear member extends laterally from the first side member. Each of the front and rear members have an upwardly oriented column that extends from a bottom rail of the associated member. The columns underlie a client support pad on which the client may lie recumbent and face upwardly with his/her legs positioned towards the front member before a trainer applies a stretching regimen to the legs and/or hips.,2019,0,A61G|A61H
552741581,DETERMINISTIC ALLOCATION OF SHARED RESOURCES,"Method and apparatus for deterministically arbitrating a shared resource in a system, such as a solid-state drive (SSD) operated in accordance with the NVMe (Non-Volatile Memory Express) specification. An NVM, such as a flash memory, is coupled to a controller circuit for concurrent servicing of data transfer commands from multiple users along parallel data paths that include a shared resource. A time cycle during which the shared resource can be used is divided into a sequence of time-slices, each assigned to a different user. The shared resource is thereafter repetitively allocated over a succession of time cycles to each of the users in turn during the associated time-slices. If a selected time-slice goes unused by the associated user, the shared resource remains unused rather than being used by a different user, even if a pending request for the shared resource has been issued.",2019,0,G06F
537915670,"Active material, electrode, secondary battery, battery pack, and vehicle","According to one embodiment, there is provided an active material represented by a general formula Lix(NiaCobMncMd)1−s(Nb1−tTat)sO2. Here, M is at least one selected from the group consisting of Li, Ca, Mg, Al, Ti, V, Cr, Zr, Mo, Hf, and W, and 1.0≤x≤1.3, 0≤a≤0.9, 0≤b≤1.0, 0≤c≤0.8, 0≤d≤0.5, a+b+c+d=1, 0.005≤s≤0.3, and 0.0005≤t≤0.1 are satisfied.",2019,1,B60L|B60Y|C01G|C01P|H01M
421972070,Model and control virtual power plant performance,"A system and process/method of modeling demand-response (DR) and distributed-energy resource (DER) assets is provided, facilitating the aggregation of said assets in virtual power plants (VPPs), and using VPPs to provide energy balancing services needed to minimize the impact of Variable Energy Resources (VER) on power system. The method accurately accounts for assets by qualifying assets based on various parameters and by forecasting the capabilities of the resulting VPPs for provision of balancing services. Asset performance factors that may affect the aggregated VPP's capabilities are monitored and recalculated when necessary. Near-term forecasted VPP capability is compared to near-term forecasted imbalances in the electric-power-supply system, and the VPP is dispatched to minimize the system imbalances. The dispatch signal is disaggregated to control commands to individual assets. This process provides a reliable and cost effective approach to support higher penetrations of renewable generation in the electric power system.",2013,1,G05B|G06Q|H02J
510863722,AMBULATORY RESPIRATORY ASSIST DEVICE,"An ambulatory respiratory assist device utilizes a cuirass worn on the chest and/or abdomen and supported by a hip belt so that it does not place a load on the patient's shoulders. The belt also supports a ventilator that includes a pump and its power supply, valving, controls and auxiliary equipment. The device is optionally integrated with auxiliary features such as chest wall vibration, which can be achieved by utilizing cuirass pressure modulation, with shoulder or upper arm supports for simulating the “tripod position”, with positive pressure ventilation apparatus, or with patient monitoring. Shoulder or upper arm supports can extend directly from the belt to the shoulders or upper arms, utilized independently of the cuirass, and optionally integrated with one or more of the above-mentioned auxiliary features.",2016,0,A61H
411944165,Device for injecting a mixture of air and fuel into a turbine engine combustion chamber,"A device for injecting a mixture of air and fuel into a turbine engine combustion chamber, the device including a mechanism for centering a fuel injector, which mechanism is movable radially in a support mechanism fastened to a wall of the chamber, the support mechanism carrying a retaining mechanism for axially retaining the centering mechanism on a side opposite from the chamber wall, the retaining mechanism being fastened in releasable manner to the support mechanism.",2012,0,F02C|F23D|F23R
424903513,Oral Composition Indicative Of Proper Tooth Cleaning,"The present invention provides an oral care composition for encouraging proper tooth cleaning, containing particulate materials which can be breakable under a brushing action with a brushing force from 0.1N to 5N. The particulate materials can have a particle size distribution characterized by (1) a change ratio of mean particle size before and after the brushing action is at least 20%, (2) a change ratio of D90 before and after the brushing action is at least 20%, (3) at least 5% of the particulate materials have a particle size greater than 200 μm before the brushing action, and (4) no more than 30% of the particulate materials have a particle size greater than 200 μm after the brushing action. The oral care composition can have a viscosity ranging from 10 to 90 BKU.",2013,0,A61K|A61Q
506401224,Charging station having differential current monitoring for charging an electric energy storage means of an electric vehicle,"A charging station for charging an electric energy storage means of an electric vehicle using alternating charging current, having a fault-current protective device and having a charging controller. The fault-current protective device is divided into its functional units, a differential-current monitoring unit forming an integral structural unit in the form of a charging-current controller and monitoring device in conjunction with the charging controller according to the invention. Alternatively, the fault-current protective device forms an integral structural unit in the form of a charging-current controller and protective device in conjunction with charging controller.",2017,1,B60L|H02H|H02J
506417033,Backlight module and liquid crystal display,"The present disclosure provides a backlight module, which includes: a transparent light guiding body having a light incidence side surface and a sealed accommodating cavity; a plurality of quantum dots accommodated in the accommodating cavity; and a light source disposed adjacent to the light incidence side surface. The present disclosure also provides a liquid crystal display having the backlight module. The present disclosure prevent the quantum dot material from being affected by moisture and oxygen by sealing the quantum dot materials using glass flat plates, thereby facilitating the display of the liquid crystal display.",2017,0,G02B|G02F|H01L
506912497,Sailing stop control method and control device for vehicle,"A sailing stop control method for a vehicle including a transmission and a friction engaging element in series between an engine and drive wheels includes performing a sailing stop control to coast by shutting off power transmission by the friction engaging element, stopping the engine based on satisfaction of a sailing enter condition, restarting the engine upon satisfaction of a sailing exit condition during coasting by the sailing stop control, executing a shift control to set a target speed ratio of the transmission to a highest speed ratio smaller than a coasting speed ratio in normal time and satisfying engine exhaust performance after the restart of the engine if the sailing exit condition is a brake pedal depressing operation, and re-engaging the friction engaging element, if input and output revolution speeds of the friction engaging element are determined to be a synchronous revolution speed after end of the shift control.",2016,1,B60W|F02D|F16H
410845346,METHOD OF MANUFACTURING SUBSTRATE FOR LED MODULE AND SUBSTRATE FOR LED MODULE MANUFACTURED BY THE SAME,"Disclosed herein are a method of manufacturing a substrate for an LED module and a substrate for an LED module manufactured by the same, including: providing a base substrate having metal layers formed on both surfaces thereof; forming circuit patterns on the metal layers; applying a solder resist layer onto the circuit patterns; forming a through hole penetrating through the base substrate; separating the base substrate up and down; and bonding each of the separated base substrates to a parent substrate, thereby preventing light reflectivity of a parent substrate from being degraded due to a resist applying process and a surface treatment process.",2012,0,H01L|H05K
337215219,Developer supply device for supplying charged development agent to intended device and image forming apparatus having the same,"A developer supply device includes a developer-carrying body having a developer-carrying surface that faces an intended device in a first position and moves in a moving direction, a first transfer board that faces the developer-carrying surface in a second position upstream relative to the first position in the moving direction and transfers the developer to the second position in a direction opposite to the moving direction in the second position, an electrification member facing the developer-carrying surface in a third position downstream relative to the second position and upstream relative to the first position in the moving direction, and a second transfer board that faces the developer-carrying surface in a fourth position downstream relative to the first position and upstream relative to the second position in the moving direction and transfers the developer to a developer storage section in a direction identical to the moving direction in the fourth position.",2010,0,G03G
570579025,TRANSPORTATION METHOD AND APPARATUS,A transportation system is made up by a plurality of contiguous geographical cells. The effective availability of service for transportation service users is calculated on the basis of the number of eligible transportation service providers located in one or more of the geographical cells. The calculations may take into account a distance between each service provider and the users.,2019,0,G06N|G06Q
440484811,"THERMAL INTERFACE PAD AND PRODUCTION METHOD THEREOF, AND HEAT DISSIPATING SYSTEM","A thermal interface pad, includes a substrate and carbon nanowires, where the substrate has a first surface and a second surface opposite to the first surface, the carbon nanowires are disposed on both the first surface and the second surface of the substrate, and the carbon nanowires are arranged in an array. The substrate includes a flexible composite metal film, or a material of the substrate includes at least one of flexible graphite and a solder alloy, and the flexible composite metal film is a flexible metal film with a surface coated with nickel, silver or gold. The thermal interface material has high thermal conductivity, may be attachable and affixed, and is easy for industrial production and use. The embodiments of the present invention further provide a production method of a thermal interface material, which features a large production volume, low costs, and easy control of product quality.",2013,0,F28D|H01L
